Simulation,Trial
1.0,3.0
2.0,3.0
4.0,4.0
5.0,2.0
6.0,4.0
8.0,3.0
9.0,4.0
10.0,3.0
11.0,2.0
12.0,2.0
13.0,3.0
14.0,3.0
16.0,4.0
18.0,2.0
19.0,2.0
21.0,3.0
22.0,2.0
23.0,2.0
24.0,4.0
26.0,2.0
27.0,3.0
28.0,3.0
29.0,2.0
30.0,2.0
31.0,2.0
32.0,3.0
34.0,4.0
35.0,2.0
36.0,2.0
37.0,2.0
38.0,2.0
39.0,2.0
41.0,3.0
42.0,3.0
43.0,2.0
44.0,2.0
45.0,3.0
46.0,2.0
47.0,4.0
48.0,3.0
49.0,3.0
50.0,3.0
51.0,3.0
52.0,4.0
53.0,3.0
54.0,3.0
55.0,2.0
59.0,3.0
60.0,3.0
61.0,4.0
62.0,3.0
63.0,3.0
64.0,3.0
65.0,2.0
67.0,3.0
69.0,3.0
70.0,2.0
71.0,3.0
72.0,3.0
73.0,2.0
74.0,2.0
76.0,3.0
79.0,4.0
81.0,4.0
82.0,2.0
83.0,3.0
84.0,3.0
85.0,3.0
86.0,3.0
87.0,3.0
89.0,3.0
90.0,4.0
92.0,2.0
93.0,2.0
95.0,3.0
97.0,4.0
98.0,3.0
99.0,2.0
100.0,3.0
