Simulation,Trial
1.0,3.0
2.0,4.0
3.0,4.0
6.0,4.0
7.0,5.0
8.0,3.0
11.0,8.0
12.0,3.0
13.0,6.0
14.0,3.0
15.0,3.0
16.0,4.0
17.0,4.0
21.0,3.0
22.0,3.0
23.0,3.0
25.0,4.0
26.0,4.0
27.0,5.0
28.0,4.0
29.0,8.0
31.0,5.0
33.0,5.0
35.0,5.0
37.0,3.0
38.0,3.0
39.0,5.0
40.0,3.0
41.0,6.0
42.0,5.0
46.0,3.0
47.0,5.0
50.0,8.0
52.0,3.0
53.0,5.0
55.0,4.0
56.0,4.0
57.0,8.0
60.0,3.0
62.0,5.0
63.0,7.0
64.0,4.0
67.0,4.0
68.0,3.0
69.0,6.0
70.0,4.0
71.0,8.0
72.0,4.0
73.0,3.0
74.0,4.0
75.0,3.0
81.0,3.0
84.0,3.0
85.0,3.0
86.0,5.0
87.0,5.0
92.0,3.0
93.0,4.0
95.0,6.0
96.0,3.0
99.0,3.0
