Simulation,Trial
2.0,3.0
4.0,4.0
5.0,5.0
7.0,6.0
9.0,6.0
10.0,4.0
11.0,3.0
12.0,3.0
13.0,4.0
14.0,4.0
15.0,4.0
17.0,3.0
18.0,3.0
19.0,3.0
21.0,3.0
23.0,6.0
24.0,3.0
26.0,5.0
27.0,4.0
28.0,5.0
30.0,3.0
32.0,8.0
33.0,3.0
34.0,4.0
35.0,3.0
36.0,3.0
38.0,7.0
39.0,5.0
40.0,6.0
41.0,3.0
42.0,5.0
43.0,5.0
44.0,3.0
45.0,4.0
47.0,5.0
48.0,3.0
49.0,3.0
50.0,5.0
51.0,5.0
52.0,5.0
53.0,3.0
54.0,4.0
55.0,4.0
56.0,3.0
57.0,6.0
58.0,5.0
61.0,4.0
62.0,3.0
64.0,5.0
66.0,3.0
68.0,3.0
71.0,4.0
72.0,5.0
75.0,4.0
76.0,3.0
77.0,3.0
79.0,6.0
81.0,3.0
82.0,7.0
84.0,4.0
85.0,5.0
86.0,8.0
88.0,3.0
89.0,3.0
91.0,4.0
92.0,3.0
94.0,6.0
95.0,5.0
96.0,7.0
97.0,6.0
99.0,3.0
