Simulation,Trial
1.0,4.0
2.0,2.0
3.0,2.0
5.0,3.0
7.0,4.0
8.0,4.0
9.0,4.0
10.0,2.0
11.0,4.0
12.0,4.0
14.0,3.0
15.0,4.0
17.0,4.0
18.0,2.0
19.0,2.0
20.0,2.0
21.0,2.0
22.0,3.0
23.0,3.0
25.0,2.0
26.0,4.0
27.0,2.0
28.0,3.0
30.0,2.0
31.0,3.0
32.0,4.0
34.0,2.0
35.0,3.0
38.0,2.0
39.0,4.0
40.0,4.0
42.0,4.0
43.0,2.0
44.0,2.0
45.0,2.0
46.0,4.0
47.0,4.0
52.0,2.0
54.0,4.0
55.0,3.0
58.0,2.0
59.0,3.0
60.0,3.0
61.0,4.0
62.0,2.0
66.0,4.0
67.0,2.0
68.0,3.0
69.0,2.0
70.0,2.0
72.0,3.0
73.0,2.0
74.0,4.0
76.0,2.0
77.0,2.0
78.0,2.0
80.0,4.0
81.0,2.0
82.0,2.0
83.0,4.0
85.0,4.0
86.0,2.0
87.0,4.0
88.0,4.0
89.0,3.0
90.0,2.0
91.0,4.0
92.0,2.0
93.0,4.0
95.0,4.0
96.0,2.0
97.0,3.0
98.0,4.0
99.0,4.0
100.0,4.0
