Simulation,Trial
1.0,5.0
2.0,6.0
3.0,3.0
4.0,5.0
5.0,5.0
6.0,3.0
7.0,5.0
9.0,5.0
11.0,4.0
14.0,3.0
15.0,3.0
16.0,6.0
17.0,3.0
20.0,5.0
21.0,4.0
22.0,3.0
23.0,4.0
24.0,4.0
26.0,7.0
27.0,3.0
29.0,3.0
30.0,5.0
31.0,3.0
32.0,4.0
34.0,5.0
35.0,3.0
36.0,4.0
37.0,3.0
38.0,6.0
41.0,4.0
42.0,4.0
43.0,6.0
44.0,4.0
45.0,3.0
47.0,4.0
48.0,3.0
49.0,3.0
50.0,3.0
52.0,5.0
53.0,3.0
56.0,5.0
57.0,6.0
58.0,5.0
59.0,3.0
60.0,3.0
62.0,3.0
65.0,6.0
66.0,3.0
68.0,3.0
69.0,3.0
70.0,3.0
71.0,4.0
75.0,3.0
76.0,5.0
77.0,4.0
78.0,8.0
79.0,8.0
80.0,4.0
81.0,3.0
82.0,3.0
83.0,6.0
84.0,3.0
85.0,3.0
86.0,3.0
87.0,3.0
88.0,4.0
89.0,3.0
91.0,3.0
94.0,4.0
95.0,4.0
96.0,4.0
97.0,3.0
99.0,4.0
100.0,3.0
