Simulation,Run,Trial,Gain_outcome,Loss_outcome,Gain_utility,Loss_utility,Probability,Conflict_or_not,Bet_or_quit,Win_or_lose,Chip,Incentive
0.0,0.0,0.0,500.0,-6.0,0.09486266285797107,0.009486266285797108,1.0,Conflict,bet,win,1000.0,
0.0,0.0,1.0,1000.0,-106.0,0.1583275451801867,0.047498263554056015,1.0,Conflict,bet,win,1500.0,
0.0,0.0,2.0,1750.0,-527.0,0.2394206448553321,0.11971032242766605,1.0,Conflict,bet,lose,223.0,
0.0,0.0,3.0,1862.0,-1024.0,0.2506521644738198,0.17545651513167387,1.0,Conflict,bet,win,1973.5,
0.0,0.0,4.0,2849.0,-2739.0,0.3432212733463652,0.3088991460117287,1.0,Conflict,bet,lose,-1752.25,-2739
1.0,0.0,0.0,500.0,-6.0,0.09486266285797107,0.009486266285797108,1.0,Conflict,bet,win,1000.0,
1.0,0.0,1.0,1000.0,-106.0,0.1583275451801867,0.047498263554056015,1.0,Conflict,bet,lose,394.0,
1.0,0.0,2.0,1197.0,-323.0,0.1808289894857705,0.09041449474288525,1.0,Conflict,bet,lose,-126.0,-323
2.0,0.0,0.0,500.0,-6.0,0.09486266285797107,0.009486266285797108,1.0,Conflict,bet,win,1000.0,
2.0,0.0,1.0,1000.0,-106.0,0.1583275451801867,0.047498263554056015,1.0,Conflict,bet,win,1500.0,
2.0,0.0,2.0,1750.0,-527.0,0.2394206448553321,0.11971032242766605,1.0,Conflict,bet,win,2500.0,
2.0,0.0,3.0,3000.0,-1891.0,0.35657351767011847,0.2496014623690829,1.0,Conflict,bet,lose,-641.0,-1891
3.0,0.0,0.0,500.0,-6.0,0.09486266285797107,0.009486266285797108,1.0,Conflict,bet,lose,494.0,
3.0,0.0,1.0,747.0,-73.0,0.12762636586309242,0.03828790975892773,1.0,Conflict,bet,lose,174.0,
3.0,0.0,2.0,834.0,-203.0,0.13845166715570492,0.06922583357785246,1.0,Conflict,bet,win,921.0,
3.0,0.0,3.0,1294.0,-642.0,0.1915472443235033,0.1340830710264523,1.0,Conflict,bet,win,1754.5,
3.0,0.0,4.0,2171.0,-1932.0,0.28076830990349755,0.2526914789131478,1.0,Conflict,bet,win,3048.25,
3.0,0.0,5.0,3695.0,-4595.0,0.41593316556031296,0.41593316556031296,1.0,Conflict,bet,win,5219.125,
3.0,0.0,6.0,6305.0,-10779.0,0.6173390657954592,0.6790729723750051,1.0,Conflict,bet,win,8914.5625,
3.0,0.0,7.0,10762.0,-28655.0,0.9164850734897906,1.1914305955367277,1.0,Conflict,bet,win,15219.28125,
3.0,0.0,8.0,18372.0,-73078.0,1.360717859524253,2.0410767892863797,1.0,Conflict,bet,win,15219.28125,18372
4.0,0.0,0.0,500.0,-6.0,0.09486266285797107,0.009486266285797108,1.0,Conflict,bet,lose,494.0,
4.0,0.0,1.0,747.0,-73.0,0.12762636586309242,0.03828790975892773,1.0,Conflict,bet,lose,174.0,
4.0,0.0,2.0,834.0,-203.0,0.13845166715570492,0.06922583357785246,1.0,Conflict,bet,win,921.0,
4.0,0.0,3.0,1294.0,-642.0,0.1915472443235033,0.1340830710264523,1.0,Conflict,bet,win,1754.5,
4.0,0.0,4.0,2171.0,-1932.0,0.28076830990349755,0.2526914789131478,1.0,Conflict,bet,win,3048.25,
4.0,0.0,5.0,3695.0,-4595.0,0.41593316556031296,0.41593316556031296,1.0,Conflict,bet,lose,-3070.875,-4595
5.0,0.0,0.0,500.0,-6.0,0.09486266285797107,0.009486266285797108,1.0,Conflict,bet,lose,494.0,
5.0,0.0,1.0,747.0,-73.0,0.12762636586309242,0.03828790975892773,1.0,Conflict,bet,lose,174.0,
5.0,0.0,2.0,834.0,-203.0,0.13845166715570492,0.06922583357785246,1.0,Conflict,bet,win,921.0,
5.0,0.0,3.0,1294.0,-642.0,0.1915472443235033,0.1340830710264523,1.0,Conflict,bet,lose,-181.5,-642
6.0,0.0,0.0,500.0,-6.0,0.09486266285797107,0.009486266285797108,1.0,Conflict,bet,lose,494.0,
6.0,0.0,1.0,747.0,-73.0,0.12762636586309242,0.03828790975892773,1.0,Conflict,bet,win,994.0,
6.0,0.0,2.0,1244.0,-340.0,0.18604959942533433,0.09302479971266717,1.0,Conflict,bet,win,1741.0,
6.0,0.0,3.0,2114.0,-1206.0,0.27530180614382493,0.19271126430067745,1.0,Conflict,bet,lose,-335.5,-1206
7.0,0.0,0.0,500.0,-6.0,0.09486266285797107,0.009486266285797108,1.0,Conflict,bet,win,1000.0,
7.0,0.0,1.0,1000.0,-106.0,0.1583275451801867,0.047498263554056015,1.0,Conflict,bet,win,1500.0,
7.0,0.0,2.0,1750.0,-527.0,0.2394206448553321,0.11971032242766605,1.0,Conflict,bet,win,2500.0,
7.0,0.0,3.0,3000.0,-1891.0,0.35657351767011847,0.2496014623690829,1.0,Conflict,bet,win,4250.0,
7.0,0.0,4.0,5125.0,-5826.0,0.5296881387642159,0.47671932488779434,1.0,Conflict,bet,win,7250.0,
7.0,0.0,5.0,8750.0,-13916.0,0.7865030830988994,0.7865030830988994,1.0,Conflict,bet,lose,-10291.0,-13916
8.0,0.0,0.0,500.0,-6.0,0.09486266285797107,0.009486266285797108,1.0,Conflict,bet,win,1000.0,
8.0,0.0,1.0,1000.0,-106.0,0.1583275451801867,0.047498263554056015,1.0,Conflict,bet,lose,394.0,
8.0,0.0,2.0,1197.0,-323.0,0.1808289894857705,0.09041449474288525,1.0,Conflict,bet,win,1394.0,
8.0,0.0,3.0,1894.0,-1047.0,0.2538284393228174,0.17767990752597218,1.0,Conflict,bet,lose,-350.0,-1047
9.0,0.0,0.0,500.0,-6.0,0.09486266285797107,0.009486266285797108,1.0,Conflict,bet,lose,494.0,
9.0,0.0,1.0,747.0,-73.0,0.12762636586309242,0.03828790975892773,1.0,Conflict,bet,lose,174.0,
9.0,0.0,2.0,834.0,-203.0,0.13845166715570492,0.06922583357785246,1.0,Conflict,bet,win,921.0,
9.0,0.0,3.0,1294.0,-642.0,0.1915472443235033,0.1340830710264523,1.0,Conflict,bet,lose,-181.5,-642
