Simulation,Trial
1.0,4.0
2.0,4.0
4.0,3.0
7.0,3.0
9.0,3.0
12.0,4.0
13.0,4.0
14.0,4.0
16.0,4.0
17.0,4.0
18.0,3.0
19.0,3.0
20.0,3.0
21.0,4.0
22.0,4.0
24.0,4.0
25.0,3.0
26.0,4.0
28.0,4.0
29.0,4.0
30.0,4.0
34.0,4.0
35.0,4.0
37.0,3.0
38.0,4.0
39.0,3.0
40.0,4.0
41.0,3.0
43.0,4.0
46.0,4.0
47.0,4.0
49.0,3.0
50.0,3.0
51.0,3.0
53.0,3.0
55.0,3.0
56.0,3.0
57.0,4.0
58.0,4.0
59.0,4.0
62.0,4.0
63.0,3.0
64.0,4.0
65.0,4.0
67.0,4.0
68.0,4.0
69.0,4.0
70.0,4.0
71.0,3.0
73.0,3.0
74.0,3.0
79.0,3.0
81.0,4.0
82.0,3.0
83.0,3.0
85.0,4.0
88.0,3.0
89.0,4.0
91.0,4.0
93.0,4.0
95.0,4.0
99.0,4.0
