Simulation,Trial
3.0,4.0
4.0,3.0
5.0,4.0
6.0,4.0
9.0,3.0
10.0,4.0
11.0,3.0
12.0,4.0
14.0,4.0
17.0,4.0
18.0,4.0
19.0,4.0
20.0,3.0
21.0,4.0
22.0,4.0
23.0,3.0
24.0,4.0
25.0,4.0
26.0,3.0
27.0,3.0
29.0,3.0
31.0,3.0
32.0,3.0
33.0,3.0
34.0,4.0
36.0,4.0
37.0,4.0
40.0,4.0
41.0,4.0
46.0,4.0
48.0,3.0
49.0,3.0
50.0,3.0
53.0,4.0
54.0,4.0
58.0,3.0
59.0,4.0
60.0,4.0
62.0,4.0
63.0,4.0
66.0,3.0
69.0,3.0
70.0,3.0
71.0,4.0
72.0,3.0
73.0,4.0
75.0,3.0
77.0,4.0
78.0,4.0
81.0,4.0
82.0,3.0
87.0,4.0
88.0,3.0
89.0,4.0
90.0,3.0
94.0,4.0
95.0,4.0
97.0,4.0
98.0,3.0
99.0,3.0
100.0,3.0
