Simulation,Trial
3.0,4.0
4.0,4.0
6.0,4.0
10.0,4.0
13.0,3.0
14.0,3.0
18.0,4.0
19.0,3.0
21.0,4.0
22.0,4.0
23.0,3.0
29.0,4.0
31.0,4.0
32.0,4.0
33.0,4.0
34.0,4.0
35.0,3.0
36.0,3.0
37.0,3.0
38.0,3.0
39.0,4.0
40.0,4.0
41.0,3.0
42.0,3.0
43.0,4.0
44.0,4.0
45.0,4.0
46.0,3.0
47.0,4.0
48.0,4.0
49.0,4.0
50.0,3.0
51.0,4.0
52.0,4.0
54.0,3.0
58.0,4.0
63.0,3.0
64.0,3.0
65.0,3.0
67.0,3.0
69.0,3.0
70.0,4.0
71.0,4.0
72.0,3.0
73.0,3.0
74.0,4.0
75.0,3.0
80.0,4.0
82.0,3.0
83.0,4.0
84.0,4.0
85.0,3.0
86.0,4.0
88.0,4.0
89.0,4.0
90.0,3.0
91.0,4.0
97.0,3.0
100.0,3.0
