Simulation,Trial
2.0,3.0
3.0,4.0
4.0,4.0
7.0,3.0
8.0,4.0
9.0,3.0
10.0,3.0
11.0,4.0
12.0,4.0
16.0,3.0
17.0,3.0
18.0,4.0
19.0,4.0
20.0,4.0
22.0,3.0
24.0,4.0
25.0,3.0
26.0,3.0
27.0,4.0
28.0,3.0
29.0,3.0
31.0,3.0
34.0,4.0
40.0,4.0
41.0,3.0
42.0,3.0
43.0,4.0
45.0,4.0
46.0,4.0
47.0,4.0
48.0,4.0
50.0,3.0
52.0,3.0
53.0,3.0
55.0,4.0
56.0,3.0
57.0,4.0
59.0,4.0
60.0,3.0
61.0,4.0
62.0,4.0
63.0,3.0
64.0,3.0
66.0,4.0
68.0,4.0
69.0,4.0
70.0,3.0
71.0,4.0
72.0,3.0
74.0,4.0
76.0,4.0
77.0,3.0
78.0,4.0
79.0,4.0
81.0,4.0
82.0,4.0
83.0,4.0
84.0,4.0
85.0,4.0
87.0,3.0
88.0,3.0
90.0,4.0
91.0,3.0
93.0,4.0
94.0,4.0
95.0,4.0
97.0,3.0
98.0,4.0
99.0,4.0
