Simulation,Trial
1.0,3.0
2.0,5.0
9.0,4.0
10.0,4.0
11.0,4.0
12.0,4.0
13.0,3.0
18.0,5.0
19.0,3.0
20.0,3.0
24.0,3.0
28.0,8.0
29.0,5.0
30.0,6.0
31.0,3.0
33.0,5.0
34.0,4.0
35.0,3.0
41.0,8.0
42.0,3.0
44.0,5.0
45.0,3.0
46.0,3.0
47.0,3.0
49.0,5.0
50.0,3.0
52.0,7.0
53.0,7.0
55.0,5.0
56.0,4.0
57.0,3.0
58.0,6.0
59.0,4.0
60.0,6.0
61.0,6.0
62.0,4.0
63.0,3.0
64.0,8.0
65.0,3.0
68.0,7.0
69.0,5.0
70.0,6.0
71.0,4.0
72.0,6.0
73.0,3.0
74.0,8.0
75.0,5.0
76.0,5.0
77.0,3.0
80.0,4.0
82.0,3.0
83.0,3.0
84.0,3.0
85.0,4.0
87.0,4.0
90.0,3.0
91.0,8.0
92.0,6.0
93.0,6.0
95.0,4.0
96.0,6.0
97.0,6.0
98.0,4.0
99.0,3.0
100.0,3.0
